# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.put
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 1)

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 5
# Warmup Iteration   1: 4.242 ops/s
# Warmup Iteration   2: 4.811 ops/s
# Warmup Iteration   3: 5.564 ops/s
# Warmup Iteration   4: 5.554 ops/s
# Warmup Iteration   5: 5.554 ops/s
# Warmup Iteration   6: 5.543 ops/s
# Warmup Iteration   7: 5.536 ops/s
# Warmup Iteration   8: 5.536 ops/s
# Warmup Iteration   9: 5.483 ops/s
# Warmup Iteration  10: 5.492 ops/s
# Warmup Iteration  11: 5.540 ops/s
# Warmup Iteration  12: 5.531 ops/s
# Warmup Iteration  13: 5.549 ops/s
# Warmup Iteration  14: 5.526 ops/s
# Warmup Iteration  15: 5.494 ops/s
# Warmup Iteration  16: 5.539 ops/s
# Warmup Iteration  17: 5.544 ops/s
# Warmup Iteration  18: 5.533 ops/s
# Warmup Iteration  19: 5.549 ops/s
# Warmup Iteration  20: 5.538 ops/s
Iteration   1: 5.507 ops/s
Iteration   2: 5.493 ops/s
Iteration   3: 5.530 ops/s
Iteration   4: 5.526 ops/s
Iteration   5: 5.495 ops/s
Iteration   6: 5.536 ops/s
Iteration   7: 5.518 ops/s
Iteration   8: 5.540 ops/s
Iteration   9: 5.532 ops/s
Iteration  10: 5.531 ops/s

# Run progress: 2.00% complete, ETA 00:26:57
# Fork: 2 of 5
# Warmup Iteration   1: 4.690 ops/s
# Warmup Iteration   2: 4.818 ops/s
# Warmup Iteration   3: 5.624 ops/s
# Warmup Iteration   4: 5.614 ops/s
# Warmup Iteration   5: 5.616 ops/s
# Warmup Iteration   6: 5.611 ops/s
# Warmup Iteration   7: 5.601 ops/s
# Warmup Iteration   8: 5.586 ops/s
# Warmup Iteration   9: 5.587 ops/s
# Warmup Iteration  10: 5.573 ops/s
# Warmup Iteration  11: 5.582 ops/s
# Warmup Iteration  12: 5.580 ops/s
# Warmup Iteration  13: 5.586 ops/s
# Warmup Iteration  14: 5.555 ops/s
# Warmup Iteration  15: 5.514 ops/s
# Warmup Iteration  16: 5.606 ops/s
# Warmup Iteration  17: 5.579 ops/s
# Warmup Iteration  18: 5.583 ops/s
# Warmup Iteration  19: 5.594 ops/s
# Warmup Iteration  20: 5.580 ops/s
Iteration   1: 5.589 ops/s
Iteration   2: 5.500 ops/s
Iteration   3: 5.582 ops/s
Iteration   4: 5.582 ops/s
Iteration   5: 5.586 ops/s
Iteration   6: 5.591 ops/s
Iteration   7: 5.589 ops/s
Iteration   8: 5.590 ops/s
Iteration   9: 5.582 ops/s
Iteration  10: 5.544 ops/s

# Run progress: 4.00% complete, ETA 00:26:13
# Fork: 3 of 5
# Warmup Iteration   1: 4.714 ops/s
# Warmup Iteration   2: 4.859 ops/s
# Warmup Iteration   3: 5.641 ops/s
# Warmup Iteration   4: 5.640 ops/s
# Warmup Iteration   5: 5.626 ops/s
# Warmup Iteration   6: 5.620 ops/s
# Warmup Iteration   7: 5.618 ops/s
# Warmup Iteration   8: 5.602 ops/s
# Warmup Iteration   9: 5.600 ops/s
# Warmup Iteration  10: 5.582 ops/s
# Warmup Iteration  11: 5.588 ops/s
# Warmup Iteration  12: 5.582 ops/s
# Warmup Iteration  13: 5.589 ops/s
# Warmup Iteration  14: 5.588 ops/s
# Warmup Iteration  15: 5.583 ops/s
# Warmup Iteration  16: 5.591 ops/s
# Warmup Iteration  17: 5.609 ops/s
# Warmup Iteration  18: 5.618 ops/s
# Warmup Iteration  19: 5.615 ops/s
# Warmup Iteration  20: 5.605 ops/s
Iteration   1: 5.607 ops/s
Iteration   2: 5.569 ops/s
Iteration   3: 5.601 ops/s
Iteration   4: 5.611 ops/s
Iteration   5: 5.596 ops/s
Iteration   6: 5.532 ops/s
Iteration   7: 5.593 ops/s
Iteration   8: 5.566 ops/s
Iteration   9: 5.589 ops/s
Iteration  10: 5.608 ops/s

# Run progress: 6.00% complete, ETA 00:25:34
# Fork: 4 of 5
# Warmup Iteration   1: 4.653 ops/s
# Warmup Iteration   2: 4.805 ops/s
# Warmup Iteration   3: 5.632 ops/s
# Warmup Iteration   4: 5.631 ops/s
# Warmup Iteration   5: 5.628 ops/s
# Warmup Iteration   6: 5.614 ops/s
# Warmup Iteration   7: 5.614 ops/s
# Warmup Iteration   8: 5.601 ops/s
# Warmup Iteration   9: 5.595 ops/s
# Warmup Iteration  10: 5.573 ops/s
# Warmup Iteration  11: 5.594 ops/s
# Warmup Iteration  12: 5.581 ops/s
# Warmup Iteration  13: 5.575 ops/s
# Warmup Iteration  14: 5.582 ops/s
# Warmup Iteration  15: 5.590 ops/s
# Warmup Iteration  16: 5.581 ops/s
# Warmup Iteration  17: 5.586 ops/s
# Warmup Iteration  18: 5.589 ops/s
# Warmup Iteration  19: 5.603 ops/s
# Warmup Iteration  20: 5.588 ops/s
Iteration   1: 5.590 ops/s
Iteration   2: 5.531 ops/s
Iteration   3: 5.562 ops/s
Iteration   4: 5.569 ops/s
Iteration   5: 5.568 ops/s
Iteration   6: 5.572 ops/s
Iteration   7: 5.567 ops/s
Iteration   8: 5.577 ops/s
Iteration   9: 5.569 ops/s
Iteration  10: 5.571 ops/s

# Run progress: 8.00% complete, ETA 00:25:00
# Fork: 5 of 5
# Warmup Iteration   1: 4.420 ops/s
# Warmup Iteration   2: 4.672 ops/s
# Warmup Iteration   3: 5.380 ops/s
# Warmup Iteration   4: 5.372 ops/s
# Warmup Iteration   5: 5.369 ops/s
# Warmup Iteration   6: 5.363 ops/s
# Warmup Iteration   7: 5.357 ops/s
# Warmup Iteration   8: 5.353 ops/s
# Warmup Iteration   9: 5.341 ops/s
# Warmup Iteration  10: 5.340 ops/s
# Warmup Iteration  11: 5.336 ops/s
# Warmup Iteration  12: 5.331 ops/s
# Warmup Iteration  13: 5.342 ops/s
# Warmup Iteration  14: 5.332 ops/s
# Warmup Iteration  15: 5.327 ops/s
# Warmup Iteration  16: 5.338 ops/s
# Warmup Iteration  17: 5.325 ops/s
# Warmup Iteration  18: 5.316 ops/s
# Warmup Iteration  19: 5.335 ops/s
# Warmup Iteration  20: 5.324 ops/s
Iteration   1: 5.325 ops/s
Iteration   2: 5.326 ops/s
Iteration   3: 5.325 ops/s
Iteration   4: 5.324 ops/s
Iteration   5: 5.323 ops/s
Iteration   6: 5.328 ops/s
Iteration   7: 5.322 ops/s
Iteration   8: 5.333 ops/s
Iteration   9: 5.320 ops/s
Iteration  10: 5.335 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.put":
  5.515 ±(99.9%) 0.049 ops/s [Average]
  (min, avg, max) = (5.320, 5.515, 5.611), stdev = 0.100
  CI (99.9%): [5.466, 5.564] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.put
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10)

# Run progress: 10.00% complete, ETA 00:24:40
# Fork: 1 of 5
# Warmup Iteration   1: 2.816 ops/s
# Warmup Iteration   2: 2.948 ops/s
# Warmup Iteration   3: 3.362 ops/s
# Warmup Iteration   4: 3.376 ops/s
# Warmup Iteration   5: 3.367 ops/s
# Warmup Iteration   6: 3.372 ops/s
# Warmup Iteration   7: 3.362 ops/s
# Warmup Iteration   8: 3.356 ops/s
# Warmup Iteration   9: 3.349 ops/s
# Warmup Iteration  10: 3.350 ops/s
# Warmup Iteration  11: 3.352 ops/s
# Warmup Iteration  12: 3.353 ops/s
# Warmup Iteration  13: 3.357 ops/s
# Warmup Iteration  14: 3.333 ops/s
# Warmup Iteration  15: 3.344 ops/s
# Warmup Iteration  16: 3.359 ops/s
# Warmup Iteration  17: 3.350 ops/s
# Warmup Iteration  18: 3.341 ops/s
# Warmup Iteration  19: 3.341 ops/s
# Warmup Iteration  20: 3.328 ops/s
Iteration   1: 3.336 ops/s
Iteration   2: 3.335 ops/s
Iteration   3: 3.345 ops/s
Iteration   4: 3.335 ops/s
Iteration   5: 3.347 ops/s
Iteration   6: 3.334 ops/s
Iteration   7: 3.339 ops/s
Iteration   8: 3.339 ops/s
Iteration   9: 3.343 ops/s
Iteration  10: 3.331 ops/s

# Run progress: 12.00% complete, ETA 00:24:29
# Fork: 2 of 5
# Warmup Iteration   1: 2.761 ops/s
# Warmup Iteration   2: 2.952 ops/s
# Warmup Iteration   3: 3.380 ops/s
# Warmup Iteration   4: 3.377 ops/s
# Warmup Iteration   5: 3.377 ops/s
# Warmup Iteration   6: 3.374 ops/s
# Warmup Iteration   7: 3.363 ops/s
# Warmup Iteration   8: 3.358 ops/s
# Warmup Iteration   9: 3.350 ops/s
# Warmup Iteration  10: 3.351 ops/s
# Warmup Iteration  11: 3.354 ops/s
# Warmup Iteration  12: 3.330 ops/s
# Warmup Iteration  13: 3.358 ops/s
# Warmup Iteration  14: 3.314 ops/s
# Warmup Iteration  15: 3.356 ops/s
# Warmup Iteration  16: 3.361 ops/s
# Warmup Iteration  17: 3.354 ops/s
# Warmup Iteration  18: 3.351 ops/s
# Warmup Iteration  19: 3.361 ops/s
# Warmup Iteration  20: 3.316 ops/s
Iteration   1: 3.323 ops/s
Iteration   2: 3.308 ops/s
Iteration   3: 3.345 ops/s
Iteration   4: 3.362 ops/s
Iteration   5: 3.358 ops/s
Iteration   6: 3.349 ops/s
Iteration   7: 3.348 ops/s
Iteration   8: 3.358 ops/s
Iteration   9: 3.350 ops/s
Iteration  10: 3.357 ops/s

# Run progress: 14.00% complete, ETA 00:24:11
# Fork: 3 of 5
# Warmup Iteration   1: 2.805 ops/s
# Warmup Iteration   2: 2.981 ops/s
# Warmup Iteration   3: 3.446 ops/s
# Warmup Iteration   4: 3.445 ops/s
# Warmup Iteration   5: 3.445 ops/s
# Warmup Iteration   6: 3.443 ops/s
# Warmup Iteration   7: 3.435 ops/s
# Warmup Iteration   8: 3.430 ops/s
# Warmup Iteration   9: 3.423 ops/s
# Warmup Iteration  10: 3.415 ops/s
# Warmup Iteration  11: 3.427 ops/s
# Warmup Iteration  12: 3.396 ops/s
# Warmup Iteration  13: 3.433 ops/s
# Warmup Iteration  14: 3.441 ops/s
# Warmup Iteration  15: 3.432 ops/s
# Warmup Iteration  16: 3.423 ops/s
# Warmup Iteration  17: 3.434 ops/s
# Warmup Iteration  18: 3.426 ops/s
# Warmup Iteration  19: 3.437 ops/s
# Warmup Iteration  20: 3.429 ops/s
Iteration   1: 3.423 ops/s
Iteration   2: 3.430 ops/s
Iteration   3: 3.429 ops/s
Iteration   4: 3.424 ops/s
Iteration   5: 3.429 ops/s
Iteration   6: 3.425 ops/s
Iteration   7: 3.426 ops/s
Iteration   8: 3.412 ops/s
Iteration   9: 3.422 ops/s
Iteration  10: 3.427 ops/s

# Run progress: 16.00% complete, ETA 00:23:44
# Fork: 4 of 5
# Warmup Iteration   1: 2.843 ops/s
# Warmup Iteration   2: 2.988 ops/s
# Warmup Iteration   3: 3.440 ops/s
# Warmup Iteration   4: 3.435 ops/s
# Warmup Iteration   5: 3.441 ops/s
# Warmup Iteration   6: 3.435 ops/s
# Warmup Iteration   7: 3.429 ops/s
# Warmup Iteration   8: 3.421 ops/s
# Warmup Iteration   9: 3.410 ops/s
# Warmup Iteration  10: 3.423 ops/s
# Warmup Iteration  11: 3.406 ops/s
# Warmup Iteration  12: 3.421 ops/s
# Warmup Iteration  13: 3.422 ops/s
# Warmup Iteration  14: 3.393 ops/s
# Warmup Iteration  15: 3.411 ops/s
# Warmup Iteration  16: 3.409 ops/s
# Warmup Iteration  17: 3.353 ops/s
# Warmup Iteration  18: 3.407 ops/s
# Warmup Iteration  19: 3.390 ops/s
# Warmup Iteration  20: 3.413 ops/s
Iteration   1: 3.415 ops/s
Iteration   2: 3.323 ops/s
Iteration   3: 3.404 ops/s
Iteration   4: 3.416 ops/s
Iteration   5: 3.431 ops/s
Iteration   6: 3.415 ops/s
Iteration   7: 3.417 ops/s
Iteration   8: 3.418 ops/s
Iteration   9: 3.415 ops/s
Iteration  10: 3.423 ops/s

# Run progress: 18.00% complete, ETA 00:23:16
# Fork: 5 of 5
# Warmup Iteration   1: 2.569 ops/s
# Warmup Iteration   2: 2.996 ops/s
# Warmup Iteration   3: 3.452 ops/s
# Warmup Iteration   4: 3.444 ops/s
# Warmup Iteration   5: 3.443 ops/s
# Warmup Iteration   6: 3.437 ops/s
# Warmup Iteration   7: 3.430 ops/s
# Warmup Iteration   8: 3.424 ops/s
# Warmup Iteration   9: 3.414 ops/s
# Warmup Iteration  10: 3.398 ops/s
# Warmup Iteration  11: 3.417 ops/s
# Warmup Iteration  12: 3.392 ops/s
# Warmup Iteration  13: 3.398 ops/s
# Warmup Iteration  14: 3.433 ops/s
# Warmup Iteration  15: 3.414 ops/s
# Warmup Iteration  16: 3.431 ops/s
# Warmup Iteration  17: 3.434 ops/s
# Warmup Iteration  18: 3.425 ops/s
# Warmup Iteration  19: 3.423 ops/s
# Warmup Iteration  20: 3.429 ops/s
Iteration   1: 3.428 ops/s
Iteration   2: 3.425 ops/s
Iteration   3: 3.425 ops/s
Iteration   4: 3.424 ops/s
Iteration   5: 3.426 ops/s
Iteration   6: 3.431 ops/s
Iteration   7: 3.427 ops/s
Iteration   8: 3.433 ops/s
Iteration   9: 3.426 ops/s
Iteration  10: 3.434 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.put":
  3.389 ±(99.9%) 0.021 ops/s [Average]
  (min, avg, max) = (3.308, 3.389, 3.434), stdev = 0.042
  CI (99.9%): [3.368, 3.410] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.put
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 100)

# Run progress: 20.00% complete, ETA 00:22:46
# Fork: 1 of 5
# Warmup Iteration   1: 2.620 ops/s
# Warmup Iteration   2: 2.700 ops/s
# Warmup Iteration   3: 2.823 ops/s
# Warmup Iteration   4: 2.770 ops/s
# Warmup Iteration   5: 2.766 ops/s
# Warmup Iteration   6: 2.767 ops/s
# Warmup Iteration   7: 2.754 ops/s
# Warmup Iteration   8: 2.750 ops/s
# Warmup Iteration   9: 2.755 ops/s
# Warmup Iteration  10: 2.750 ops/s
# Warmup Iteration  11: 2.753 ops/s
# Warmup Iteration  12: 2.764 ops/s
# Warmup Iteration  13: 2.757 ops/s
# Warmup Iteration  14: 2.750 ops/s
# Warmup Iteration  15: 2.752 ops/s
# Warmup Iteration  16: 2.756 ops/s
# Warmup Iteration  17: 2.759 ops/s
# Warmup Iteration  18: 2.762 ops/s
# Warmup Iteration  19: 2.761 ops/s
# Warmup Iteration  20: 2.760 ops/s
Iteration   1: 2.749 ops/s
Iteration   2: 2.767 ops/s
Iteration   3: 2.728 ops/s
Iteration   4: 2.753 ops/s
Iteration   5: 2.736 ops/s
Iteration   6: 2.751 ops/s
Iteration   7: 2.755 ops/s
Iteration   8: 2.756 ops/s
Iteration   9: 2.758 ops/s
Iteration  10: 2.756 ops/s

# Run progress: 22.00% complete, ETA 00:22:08
# Fork: 2 of 5
# Warmup Iteration   1: 2.488 ops/s
# Warmup Iteration   2: 2.847 ops/s
# Warmup Iteration   3: 2.862 ops/s
# Warmup Iteration   4: 2.767 ops/s
# Warmup Iteration   5: 2.764 ops/s
# Warmup Iteration   6: 2.765 ops/s
# Warmup Iteration   7: 2.752 ops/s
# Warmup Iteration   8: 2.749 ops/s
# Warmup Iteration   9: 2.756 ops/s
# Warmup Iteration  10: 2.751 ops/s
# Warmup Iteration  11: 2.751 ops/s
# Warmup Iteration  12: 2.701 ops/s
# Warmup Iteration  13: 2.756 ops/s
# Warmup Iteration  14: 2.734 ops/s
# Warmup Iteration  15: 2.736 ops/s
# Warmup Iteration  16: 2.753 ops/s
# Warmup Iteration  17: 2.753 ops/s
# Warmup Iteration  18: 2.761 ops/s
# Warmup Iteration  19: 2.753 ops/s
# Warmup Iteration  20: 2.753 ops/s
Iteration   1: 2.758 ops/s
Iteration   2: 2.750 ops/s
Iteration   3: 2.750 ops/s
Iteration   4: 2.751 ops/s
Iteration   5: 2.753 ops/s
Iteration   6: 2.754 ops/s
Iteration   7: 2.754 ops/s
Iteration   8: 2.728 ops/s
Iteration   9: 2.756 ops/s
Iteration  10: 2.728 ops/s

# Run progress: 24.00% complete, ETA 00:21:31
# Fork: 3 of 5
# Warmup Iteration   1: 2.491 ops/s
# Warmup Iteration   2: 2.836 ops/s
# Warmup Iteration   3: 2.816 ops/s
# Warmup Iteration   4: 2.780 ops/s
# Warmup Iteration   5: 2.779 ops/s
# Warmup Iteration   6: 2.775 ops/s
# Warmup Iteration   7: 2.769 ops/s
# Warmup Iteration   8: 2.758 ops/s
# Warmup Iteration   9: 2.744 ops/s
# Warmup Iteration  10: 2.720 ops/s
# Warmup Iteration  11: 2.772 ops/s
# Warmup Iteration  12: 2.764 ops/s
# Warmup Iteration  13: 2.769 ops/s
# Warmup Iteration  14: 2.748 ops/s
# Warmup Iteration  15: 2.766 ops/s
# Warmup Iteration  16: 2.765 ops/s
# Warmup Iteration  17: 2.765 ops/s
# Warmup Iteration  18: 2.737 ops/s
# Warmup Iteration  19: 2.762 ops/s
# Warmup Iteration  20: 2.761 ops/s
Iteration   1: 2.767 ops/s
Iteration   2: 2.761 ops/s
Iteration   3: 2.769 ops/s
Iteration   4: 2.767 ops/s
Iteration   5: 2.759 ops/s
Iteration   6: 2.777 ops/s
Iteration   7: 2.774 ops/s
Iteration   8: 2.769 ops/s
Iteration   9: 2.761 ops/s
Iteration  10: 2.762 ops/s

# Run progress: 26.00% complete, ETA 00:20:54
# Fork: 4 of 5
# Warmup Iteration   1: 2.615 ops/s
# Warmup Iteration   2: 2.692 ops/s
# Warmup Iteration   3: 2.850 ops/s
# Warmup Iteration   4: 2.775 ops/s
# Warmup Iteration   5: 2.737 ops/s
# Warmup Iteration   6: 2.764 ops/s
# Warmup Iteration   7: 2.716 ops/s
# Warmup Iteration   8: 2.763 ops/s
# Warmup Iteration   9: 2.761 ops/s
# Warmup Iteration  10: 2.761 ops/s
# Warmup Iteration  11: 2.763 ops/s
# Warmup Iteration  12: 2.761 ops/s
# Warmup Iteration  13: 2.759 ops/s
# Warmup Iteration  14: 2.760 ops/s
# Warmup Iteration  15: 2.764 ops/s
# Warmup Iteration  16: 2.765 ops/s
# Warmup Iteration  17: 2.773 ops/s
# Warmup Iteration  18: 2.744 ops/s
# Warmup Iteration  19: 2.724 ops/s
# Warmup Iteration  20: 2.755 ops/s
Iteration   1: 2.764 ops/s
Iteration   2: 2.763 ops/s
Iteration   3: 2.754 ops/s
Iteration   4: 2.761 ops/s
Iteration   5: 2.759 ops/s
Iteration   6: 2.758 ops/s
Iteration   7: 2.759 ops/s
Iteration   8: 2.758 ops/s
Iteration   9: 2.765 ops/s
Iteration  10: 2.758 ops/s

# Run progress: 28.00% complete, ETA 00:20:18
# Fork: 5 of 5
# Warmup Iteration   1: 2.479 ops/s
# Warmup Iteration   2: 2.849 ops/s
# Warmup Iteration   3: 2.866 ops/s
# Warmup Iteration   4: 2.781 ops/s
# Warmup Iteration   5: 2.780 ops/s
# Warmup Iteration   6: 2.777 ops/s
# Warmup Iteration   7: 2.770 ops/s
# Warmup Iteration   8: 2.759 ops/s
# Warmup Iteration   9: 2.765 ops/s
# Warmup Iteration  10: 2.761 ops/s
# Warmup Iteration  11: 2.722 ops/s
# Warmup Iteration  12: 2.723 ops/s
# Warmup Iteration  13: 2.773 ops/s
# Warmup Iteration  14: 2.761 ops/s
# Warmup Iteration  15: 2.764 ops/s
# Warmup Iteration  16: 2.767 ops/s
# Warmup Iteration  17: 2.761 ops/s
# Warmup Iteration  18: 2.763 ops/s
# Warmup Iteration  19: 2.761 ops/s
# Warmup Iteration  20: 2.769 ops/s
Iteration   1: 2.761 ops/s
Iteration   2: 2.762 ops/s
Iteration   3: 2.767 ops/s
Iteration   4: 2.727 ops/s
Iteration   5: 2.740 ops/s
Iteration   6: 2.755 ops/s
Iteration   7: 2.762 ops/s
Iteration   8: 2.757 ops/s
Iteration   9: 2.751 ops/s
Iteration  10: 2.764 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.put":
  2.756 ±(99.9%) 0.006 ops/s [Average]
  (min, avg, max) = (2.727, 2.756, 2.777), stdev = 0.011
  CI (99.9%): [2.750, 2.762] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.put
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10000)

# Run progress: 30.00% complete, ETA 00:19:42
# Fork: 1 of 5
# Warmup Iteration   1: 1.394 ops/s
# Warmup Iteration   2: 1.413 ops/s
# Warmup Iteration   3: 1.500 ops/s
# Warmup Iteration   4: 1.354 ops/s
# Warmup Iteration   5: 1.490 ops/s
# Warmup Iteration   6: 1.423 ops/s
# Warmup Iteration   7: 1.331 ops/s
# Warmup Iteration   8: 1.299 ops/s
# Warmup Iteration   9: 1.512 ops/s
# Warmup Iteration  10: 1.500 ops/s
# Warmup Iteration  11: 1.503 ops/s
# Warmup Iteration  12: 1.511 ops/s
# Warmup Iteration  13: 1.505 ops/s
# Warmup Iteration  14: 1.390 ops/s
# Warmup Iteration  15: 1.420 ops/s
# Warmup Iteration  16: 1.513 ops/s
# Warmup Iteration  17: 1.513 ops/s
# Warmup Iteration  18: 1.499 ops/s
# Warmup Iteration  19: 1.515 ops/s
# Warmup Iteration  20: 1.511 ops/s
Iteration   1: 1.498 ops/s
Iteration   2: 1.507 ops/s
Iteration   3: 1.518 ops/s
Iteration   4: 1.503 ops/s
Iteration   5: 1.400 ops/s
Iteration   6: 1.511 ops/s
Iteration   7: 1.510 ops/s
Iteration   8: 1.264 ops/s
Iteration   9: 1.304 ops/s
Iteration  10: 1.501 ops/s

# Run progress: 32.00% complete, ETA 00:19:26
# Fork: 2 of 5
# Warmup Iteration   1: 1.428 ops/s
# Warmup Iteration   2: 1.466 ops/s
# Warmup Iteration   3: 1.556 ops/s
# Warmup Iteration   4: 1.405 ops/s
# Warmup Iteration   5: 1.579 ops/s
# Warmup Iteration   6: 1.567 ops/s
# Warmup Iteration   7: 1.464 ops/s
# Warmup Iteration   8: 1.329 ops/s
# Warmup Iteration   9: 1.575 ops/s
# Warmup Iteration  10: 1.573 ops/s
# Warmup Iteration  11: 1.564 ops/s
# Warmup Iteration  12: 1.569 ops/s
# Warmup Iteration  13: 1.576 ops/s
# Warmup Iteration  14: 1.433 ops/s
# Warmup Iteration  15: 1.403 ops/s
# Warmup Iteration  16: 1.575 ops/s
# Warmup Iteration  17: 1.572 ops/s
# Warmup Iteration  18: 1.555 ops/s
# Warmup Iteration  19: 1.568 ops/s
# Warmup Iteration  20: 1.567 ops/s
Iteration   1: 1.570 ops/s
Iteration   2: 1.566 ops/s
Iteration   3: 1.574 ops/s
Iteration   4: 1.571 ops/s
Iteration   5: 1.566 ops/s
Iteration   6: 1.568 ops/s
Iteration   7: 1.566 ops/s
Iteration   8: 1.570 ops/s
Iteration   9: 1.535 ops/s
Iteration  10: 1.513 ops/s

# Run progress: 34.00% complete, ETA 00:19:02
# Fork: 3 of 5
# Warmup Iteration   1: 1.397 ops/s
# Warmup Iteration   2: 1.366 ops/s
# Warmup Iteration   3: 1.311 ops/s
# Warmup Iteration   4: 1.288 ops/s
# Warmup Iteration   5: 1.509 ops/s
# Warmup Iteration   6: 1.508 ops/s
# Warmup Iteration   7: 1.406 ops/s
# Warmup Iteration   8: 1.228 ops/s
# Warmup Iteration   9: 1.514 ops/s
# Warmup Iteration  10: 1.516 ops/s
# Warmup Iteration  11: 1.511 ops/s
# Warmup Iteration  12: 1.448 ops/s
# Warmup Iteration  13: 1.514 ops/s
# Warmup Iteration  14: 1.302 ops/s
# Warmup Iteration  15: 1.422 ops/s
# Warmup Iteration  16: 1.447 ops/s
# Warmup Iteration  17: 1.511 ops/s
# Warmup Iteration  18: 1.495 ops/s
# Warmup Iteration  19: 1.516 ops/s
# Warmup Iteration  20: 1.514 ops/s
