# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.put
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 1)

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 5
# Warmup Iteration   1: 4.250 ops/s
# Warmup Iteration   2: 4.802 ops/s
# Warmup Iteration   3: 5.562 ops/s
# Warmup Iteration   4: 5.559 ops/s
# Warmup Iteration   5: 5.556 ops/s
# Warmup Iteration   6: 5.552 ops/s
# Warmup Iteration   7: 5.542 ops/s
# Warmup Iteration   8: 5.535 ops/s
# Warmup Iteration   9: 5.519 ops/s
# Warmup Iteration  10: 5.518 ops/s
# Warmup Iteration  11: 5.518 ops/s
# Warmup Iteration  12: 5.526 ops/s
# Warmup Iteration  13: 5.520 ops/s
# Warmup Iteration  14: 5.519 ops/s
# Warmup Iteration  15: 5.482 ops/s
# Warmup Iteration  16: 5.513 ops/s
# Warmup Iteration  17: 5.503 ops/s
# Warmup Iteration  18: 5.498 ops/s
# Warmup Iteration  19: 5.503 ops/s
# Warmup Iteration  20: 5.491 ops/s
Iteration   1: 5.522 ops/s
Iteration   2: 5.501 ops/s
Iteration   3: 5.496 ops/s
Iteration   4: 5.495 ops/s
Iteration   5: 5.492 ops/s
Iteration   6: 5.505 ops/s
Iteration   7: 5.444 ops/s
Iteration   8: 5.494 ops/s
Iteration   9: 5.484 ops/s
Iteration  10: 5.480 ops/s

# Run progress: 2.00% complete, ETA 00:27:03
# Fork: 2 of 5
# Warmup Iteration   1: 4.738 ops/s
# Warmup Iteration   2: 4.789 ops/s
# Warmup Iteration   3: 5.538 ops/s
# Warmup Iteration   4: 5.530 ops/s
# Warmup Iteration   5: 5.531 ops/s
# Warmup Iteration   6: 5.524 ops/s
# Warmup Iteration   7: 5.514 ops/s
# Warmup Iteration   8: 5.469 ops/s
# Warmup Iteration   9: 5.499 ops/s
# Warmup Iteration  10: 5.496 ops/s
# Warmup Iteration  11: 5.501 ops/s
# Warmup Iteration  12: 5.497 ops/s
# Warmup Iteration  13: 5.513 ops/s
# Warmup Iteration  14: 5.491 ops/s
# Warmup Iteration  15: 5.490 ops/s
# Warmup Iteration  16: 5.489 ops/s
# Warmup Iteration  17: 5.509 ops/s
# Warmup Iteration  18: 5.488 ops/s
# Warmup Iteration  19: 5.494 ops/s
# Warmup Iteration  20: 5.468 ops/s
Iteration   1: 5.483 ops/s
Iteration   2: 5.485 ops/s
Iteration   3: 5.478 ops/s
Iteration   4: 5.495 ops/s
Iteration   5: 5.501 ops/s
Iteration   6: 5.473 ops/s
Iteration   7: 5.496 ops/s
Iteration   8: 5.495 ops/s
Iteration   9: 5.485 ops/s
Iteration  10: 5.375 ops/s

# Run progress: 4.00% complete, ETA 00:26:27
# Fork: 3 of 5
# Warmup Iteration   1: 4.364 ops/s
# Warmup Iteration   2: 4.959 ops/s
# Warmup Iteration   3: 5.366 ops/s
# Warmup Iteration   4: 5.345 ops/s
# Warmup Iteration   5: 5.303 ops/s
# Warmup Iteration   6: 5.364 ops/s
# Warmup Iteration   7: 5.350 ops/s
# Warmup Iteration   8: 5.376 ops/s
# Warmup Iteration   9: 5.345 ops/s
# Warmup Iteration  10: 5.352 ops/s
